Unnamed: 0	name	category	formula	strunz	system	symmetry	unit cell	color	cleavage	fracture	mohs	luster	opticalprop	streak	gravity	diaphaneity	refractive	class	birefringence	habit
1350	Tripuhyite	Antimonate mineral	FeSbO<sub>4</sub>	4.DB.05	Tetragonal	''P''4<sub>1</sub>/mnm	a = 4.63, c = 9.14&nbsp;[Å]; Z&nbsp;=&nbsp;2	Yellowish brown, lemon-yellow, brown-black			6 - 7	Dull to earthy	Uniaxial (+), canary-yellow color (transmitted light)	Canary-yellow to dark brown with a greenish tinge	5.82	Translucent	n<sub>ω</sub> = 2.190 n<sub>ε</sub> = 2.330	Ditetragonal dipyramidal (4/mmm) <br/>[[H-M symbol]]: (4/m 2/m 2/m)	δ = 0.140	Fibrous to fine-grained aggregates
1351	Troilite	Sulfide mineral	FeS	2.CC.10	Hexagonal crystal system,Hexagonal	''P'' {{overline|6}} 2c	a = 5.958, c = 11.74&nbsp;[Å]; Z&nbsp;=&nbsp;12	Pale gray brown	None	Irregular	3.5 - 4.0	Metallic		Gray black	4.67–4.79	Opaque		Ditrigonal dipyramidal ( {{overline|6}} m2) <br/>[[H-M symbol]]: ( {{overline|6}} m2)		Massive, granular; nodular; platey to tabular
1352	Trona	Carbonate mineral	Na<sub>2</sub>CO<sub>3</sub>•NaHCO<sub>3</sub>•2H<sub>2</sub>O	5.CB.15	Monoclinic	''C2/c'' (no. 15)		Colorless (in transmitted light) or white, grey-white, also grey to yellowish grey, light yellow	[100] perfect, [111] and [001] indistinct	Brittle – subconchoidal	2.5	Vitreous	Biaxial (-)	White	2.11–2.17	Translucent	nα = 1.412 nβ = 1.492 nγ = 1.540	Prismatic (2/m)<br /><small>(same [[H-M symbol]])</small>	δ = 0.128	Columnar, fibrous and massive.
1353	Tschermakite	Silicate mineral amphibole	☐Ca<sub>2</sub>(Mg<sub>3</sub>Al<sub>2</sub>)(Si<sub>6</sub>Al<sub>2</sub>)O<sub>22</sub>(OH)<sub>2</sub>	9.DE.10	Monoclinic	''C2/m''	a = 9.762(6)&nbsp;[[Ångström|Å]] <br/>b = 17.994(12)&nbsp;Å <br/>c = 5.325(6)&nbsp;Å; <br/>β = 105.10(8)°; Z&nbsp;=&nbsp;2	Medium to dark green to green-black to black, brown (rare)	"Perfect on {110} Parting	on {100}{001}"	Conchoidal	5–6	Vitreous	Biaxial (-)	Pale grey-green	3.15	Transparent	n<sub>α</sub> = 1.623–1.660 n<sub>β</sub> = 1.630–1.680 n<sub>γ</sub> = 1.638–1.688	Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>	δ = 0.015–0.028	As prismatic crystals or as reaction rims on other minerals
1354	Tschermigite	Sulfate mineral	NH<sub>4</sub>Al(SO<sub>4</sub>)<sub>2</sub>·12(H<sub>2</sub>O)	7.CC.20	Cubic crystal system,Isometric	''Pa3'' (no. 205)	a = 12.215&nbsp;Å; Z&nbsp;=&nbsp;4	Colorless, white; colorless in transmitted light	Perfect on {100}	Conchoidal	{{frac|1|1|2}} - 2	Vitreous, silky	Isotropic	White	1.645	Transparent to translucent	1.458	Diploidal (m {{overline|3}} ) <br/>[[H-M symbol]]: (2/m {{overline|3}} )	Anomalously birefringent	Octahedral crystals; fibrous columnar; powdery
1355	Tsumcorite	Arsenate minerals	PbZnFe<sup>2+</sup>(AsO<sub>4</sub>)<sub>2</sub>.H<sub>2</sub>O	8.CG.15	Monoclinic	''C2/m'' (no. 12)	a = 9.124&nbsp;[[Ångström|Å]], b = 6.329&nbsp;Å <br/>c = 7.577&nbsp;Å; β = 115.3°; Z&nbsp;=&nbsp;2	Yellow-brown, red-brown, orange	Good on {001}		{{frac|4|1|2}}	Vitreous	Biaxial	Yellow	5.2	Translucent	n<sub>α</sub> = 1.87–1.91 n<sub>β</sub> = 1.89–1.93 n<sub>γ</sub> = 1.92–1.96	Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>		Radiating, fibrous crusts
1356	Tsumebite	Phosphate minerals	{{chem2|Pb2Cu(PO4)(SO4)(OH)}}	8.BG.05	Monoclinic	''P''2<sub>1</sub>/m		Emerald-green, green in transmitted light	None	Uneven	{{frac|3|1|2}}	Adamantine to vitreous	Biaxial (+)	Green	6.13	Transparent	N<sub>x</sub> = 1.885 to 1.900, N<sub>y</sub> = 1.920, N<sub>z</sub> = 1.942 to 1.956	Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>		Crusts of intergrown crystals on [[Matrix (geology)|matrix]]
1357	Tugtupite	Tectosilicate	Na<sub>4</sub>(AlBeSi<sub>4</sub>O<sub>12</sub>)Cl	9.FB.10	Tetragonal	''I'' {{Overline|4}}		White, pink, crimson, blue, green			4	Vitreous			2.36			Disphenoidal ( {{Overline|4}} ) <br/>[[H-M symbol]]: ( {{Overline|4}} )		
1359	Tungstite		WO<sub>3</sub>·H<sub>2</sub>O	4.FJ.10	Orthorhombic	''Pmnb''		Yellow, yellowish green/orange	Perfect along [001], imperfect along [110]		2.5	Resinous, pearly	Biaxial (-)	Yellow	5.517	Transparent	''n''<sub>α</sub> = 2.090, ''n''<sub>β</sub>&nbsp;=&nbsp;2.240, ''n''<sub>γ</sub>&nbsp;=&nbsp;2.260	Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m)	δ = 0.170	Earthy, pulverulent
1360	Tuperssuatsiaite	Phyllosilicate	{{chem2|NaFe(3+)3Si8O20(OH)2*H2O}}	9.EE.20	Monoclinic	''C2/m''	a = 13.72&nbsp;[[Ångström|Å]], b = 18&nbsp;Å <br/>c = 4.82&nbsp;Å; β = 104.28°; Z&nbsp;=&nbsp;2	Dark to light red-brown	Good on {100}	Uneven to conchoidal	Not determined	Vitreous	Biaxial (+)	Brownish yellow	2.465	Transparent	n<sub>α</sub> = 1.539, n<sub>β</sub> = 1.560, n<sub>γ</sub> = 1.595	Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>	δ = 0.056	Fan-shaped aggregates, rosettes or fibers
1361	Turquoise	Phosphate minerals	{{nowrap|CuAl<sub>6</sub>(PO<sub>4</sub>)<sub>4</sub>(OH)<sub>8</sub>·4H<sub>2</sub>O}}	8.DD.15	Triclinic			[[Turquoise (color)|Turquoise]], blue, blue-green, green	Good to perfect_usually N/A	Conchoidal	5–6	Waxy to subvitreous	Biaxial (+)	Bluish white	2.6–2.9		''n<sub>α</sub>'' = 1.610<br />''n<sub>β</sub>'' = 1.615<br />''n<sub>γ</sub>'' = 1.650	Pinacoidal ( {{Overline|1}} ) <br /><small>(same [[H–M symbol]])</small>	+0.040	Massive, nodular
1362	Tusionite	Borate minerals	[[Manganese|Mn]][[Tin|Sn]]([[Boron|B]][[Oxygen|O]]<sub>3</sub>)<sub>2</sub>	6.AA.15	Trigonal	''R'' {{Overline|3}} (no. 148)		Colorless, light yellow to yellow brown	[001] Perfect		5-6	Vitreous	Uniaxial (-)	white		Translucent	nω = 1.854 nε = 1.752	Rhombohedral ( {{Overline|3}} ) <br/>[[H-M symbol]]: ( {{Overline|3}} )	δ = 0.102	Thin platy crystals in rosettes
1363	Tyrolite	Arsenate minerals	CaCu<sub>5</sub>(AsO<sub>4</sub>)<sub>2</sub>CO<sub>3</sub>(OH)<sub>4</sub>&middot;6H<sub>2</sub>O	8.DM.10	Monoclinic	''P2/c'' (no. 13) or ''C2/c'' (no. 15)												Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>		
1364	Tyrrellite	Selenide mineral  Thiospinel group  smallSpinel structural groupsmall	{{chem2|Cu(Co,Ni)2Se4}}	2.DA.05	Cubic crystal system,Isometric	''F''d {{overline|3}} m	a= 10.005&nbsp;Å; Z&nbsp;=&nbsp;8	light bronze	{001} Distinct	conchoidal	3.5	metallic		black	6.6 ± 0.2	Opaque		Hexoctahedral (m {{overline|3}} m) <br/>[[H-M symbol]]: (4/m {{overline|3}} 2/m)		granular
1365	Tyuyamunite	Vanadate mineral	Ca(UO<sub>2</sub>)<sub>2</sub>V<sub>2</sub>O<sub>8</sub>·(5-8)H<sub>2</sub>O	4.HB.25	Orthorhombic	''Pnna''	a = 10.63&nbsp;[[Ångström|Å]], b = 28.36&nbsp;Å <br/>c = 20.4&nbsp;Å; Z&nbsp;=&nbsp;4	Canary yellow, lemon-yellow; greenish yellow (upon exposure to sunlight)	Perfect on {001}, micaceous; distinct on {100} & {010}		{{frac|1|1|2}} - 2	Adamantine, waxy, pearly on {101}, dull	Biaxial (-)	Yellow	3.57 - 4.35	Translucent to opaque	n<sub>α</sub> = 1.675 n<sub>β</sub> = 1.860 - 1.870 n<sub>γ</sub> = 1.885 - 1.895	Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m)	0.210 - 0.220	Platy crystals often in radiating sprays, coatings, massive
1366	Tanzanite	Sorosilicate zoisite variety	(Ca<sub>2</sub>Al<sub>3</sub>(SiO<sub>4</sub>)(Si<sub>2</sub>O<sub>7</sub>)O(OH)) + (Cr,Sr)	09.BG.10	Orthorhombic	''Pnma'' (no. 62)		Royal blue, indigo, violet/purple	Perfect&nbsp;{010}, imperfect&nbsp;{100}	Uneven to conchoidal	6.5	Vitreous, pearly on cleavage surfaces	biaxial positive	White or colorless	3.10–3.38		1.69–1.70		0.006–0.018	Prismatic crystals with striations; massive to columnar
1367	Thulite	Sorosilicate variety	(Ca,Mn)<sub>2</sub>Al<sub>3</sub>(SiO<sub>4</sub>)(Si<sub>2</sub>O<sub>7</sub>)O(OH)		Orthorhombic			Pink	Perfect {010} imperfect {100}	Uneven to conchoidal	6.5	Vitreous, pearly on cleavage surfaces	biaxial positive	White or colorless	3.10-3.38		1.69-1.70		0.006-0.018	Massive
1370	Tsavorite	Nesosilicate	Ca<sub>3</sub>Al<sub>2</sub>Si<sub>3</sub>O<sub>12</sub>		cubic			Light to deep green			7 – 7.5		Single refractive		3.60–3.68		1.740			
1371	Uchucchacuaite	Sulfosalt minerals	AgMnPb<sub>3</sub>Sb<sub>5</sub>S<sub>12</sub>	2.JB.40a	Orthorhombic crystal system,Orthorhombic	''Pmmm''	a = 12.67&nbsp;[[Ångström|Å]], b = 19.32&nbsp;Å <br/>c = 4.38&nbsp;Å; Z&nbsp;=&nbsp;4	grey				metallic				opaque		Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m)		
1372	Uklonskovite	Sulfate minerals	NaMgSO<sub>4</sub>(OH)·2H<sub>2</sub>O	7.DF.05	Monoclinic	''P''2<sub>1</sub>/m	a = 7.2&nbsp;[[Ångström|Å]], b = 7.21&nbsp;Å <br/>c = 5.73&nbsp;Å; β = 113.23°; Z&nbsp;=&nbsp;2	colorless				vitreous				transparent		Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>		
1373	Ulexite	Nesoborates	NaCaB<sub>5</sub>O<sub>6</sub>(OH)<sub>6</sub>·5H<sub>2</sub>O	6.EA.25	Triclinic	''P'' {{overline|1}}	a = 8.816(3)&nbsp;[[Ångström|Å]], b = 12.87&nbsp;Å <br/>c = 6.678(1)&nbsp;Å; α = 90.25° <br/>β = 109.12°, γ = 105.1°; Z&nbsp;=&nbsp;2	Colorless to white	Perfect on {010} good on {1 {{overline|1}} 0} poor on {110}	Uneven	2.5	Vitreous; silky or satiny in fibrous aggregates	Biaxial (+)	White	1.95 – 1.96	Transparent to opaque	n<sub>α</sub> = 1.491 – 1.496 <br/>n<sub>β</sub> = 1.504 – 1.506 <br/>n<sub>γ</sub> = 1.519 – 1.520	Pinacoidal ( {{overline|1}} ) <br/><small>(same [[H-M symbol]])</small>	δ = 0.028	Acicular to fibrous
1374	Ullmannite	Sulfide mineral	[[nickel|Ni]][[antimony|Sb]][[sulfur|S]]	2.EB.25	cubic crystal system,Cubic	''P''2<sub>1</sub>3	a = 5.91(2)&nbsp;Å; Z&nbsp;=&nbsp;4	Steel-gray to tin white	Perfect on {001}	Uneven	5-5.5	metallic			6.65 - 6.85	Opaque		Tetartoidal (23) <br/>[[H-M symbol]]: (23)		
1375	Ulrichite	Phosphate mineral	CaCu(UO<sub>2</sub>)[PO<sub>4</sub>]<sub>2</sub>·4H<sub>2</sub>O	8.EA.15	Monoclinic	''P''2<sub>1</sub>/c												Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>		
1376	Ulvöspinel	Oxide minerals  Spinel group  Spinel structural group	TiFe<sup>2+</sup><sub>2</sub>O<sub>4</sub>	4.BB.05	Isometric crystal system,Cubic	''F''d {{overline|3}} m		Iron-black, brown in reflected light			5.5 - 6.0	Metallic			4.78	Opaque		Hexoctahedral (m {{overline|3}} m) <br/>[[H-M symbol]]: (4/m {{overline|3}} 2/m)		Commonly as an exsolution in magnetite
1377	Umangite	Selenide mineral	Cu<sub>3</sub>Se<sub>2</sub>	2.BA.15c	Tetragonal crystal system,Tetragonal	''P'' {{overline|4}} 2<sub>1</sub>m		Red, bluish red-black	Distinct on [010] and [001]	Uneven	3	Metallic		Black	5.62 - 6.78	Opaque		Scalenohedral ( {{overline|4}} 2m) <br/>[[H-M symbol]]: ( {{overline|4}} 2m)		Massive granular
1378	Umbite	Inosilicates	K<sub>2</sub>ZrSi<sub>3</sub>O<sub>9</sub>·H<sub>2</sub>O	9.DG.25	Orthorhombic crystal system,Orthorhombic	''P''2<sub>1</sub>2<sub>1</sub>2<sub>1</sub>	a = 10.2&nbsp;[[Ångström|Å]], b = 13.24&nbsp;Å <br/>c = 7.17&nbsp;Å; Z&nbsp;=&nbsp;4	colorless, light yellow				vitreous						Disphenoidal (222) <br/>[[H-M symbol]]: (222)		
1379	Upalite	Phosphate minerals	Al(UO<sub>2</sub>)<sub>3</sub>(PO<sub>4</sub>)<sub>2</sub>O(OH)·7H<sub>2</sub>O	8.EC.05	Monoclinic	''P''2<sub>1</sub>/a	a = 13.7&nbsp;[[Ångström|Å]], b = 16.82&nbsp;Å <br/>c = 9.33&nbsp;Å; β = 111.5°; Z&nbsp;=&nbsp;4	amber-yellow, yellow-brown								transparent, translucent		Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>		
1380	Uraninite	Oxide minerals	[[Uranium dioxide]] or [[uranium(IV) oxide]] (UO<sub>2</sub>)	4.DL.05	Cubic crystal system,Isometric	''Fm {{overline|3}} m''	a = 5.4682&nbsp;Å; Z&nbsp;=&nbsp;4	Steel-black to velvet-black, brownish black, pale gray to pale green; in transmitted light, pale green, pale yellow to deep brown and green-gray (thin fragments)	Indistinct	Conchoidal to uneven	5–6	Submetallic, greasy, dull	Isotropic	Brownish black, gray, olive-green	10.63–10.95; decreases on oxidation	Opaque; transparent in thin fragments		Hexoctahedral (m {{overline|3}} m) <br/>[[H-M symbol]]: (4/m {{overline|3}} 2/m)		Massive, [[botryoidal]], granular. Octahedral crystals uncommon.
1381	Uranocircite	Phosphate mineral	Ba(UO<sub>2</sub>)<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>·10H<sub>2</sub>O	8.EB.05	Tetragonal	''I4/mmm''	a = 7.01, c = 20.46&nbsp;[Å]; Z&nbsp;=&nbsp;2											Ditetragonal dipyramidal (4/mmm) <br/>[[H-M symbol]]: (4/m 2/m 2/m)		
1382	Uranophane	Uranyl neso- and polysilicates	Ca(UO<sub>2</sub>)<sub>2</sub>[HSiO<sub>4</sub>]<sub>2</sub>&middot;5H<sub>2</sub>O	9.AK.15	Monoclinic	''P''2<sub>1</sub>	a = 15.85&nbsp;[[Ångström|Å]], b = 6.98&nbsp;Å <br/>c = 6.64&nbsp;Å; β = 97.45°; Z&nbsp;=&nbsp;2	Light yellow, lemon-yellow, honey-yellow, straw-yellow, green-yellow	{100} Perfect	Uneven	2.5	Vitreous to pearly; waxy or dull when massive	Biaxial (-)	Yellowish white	3.81 - 3.90	Translucent to subtranslucent	n<sub>α</sub> = 1.643 n<sub>β</sub> = 1.666 n<sub>γ</sub> = 1.669	Sphenoidal (2) <br/><small>(same [[H-M symbol]])</small>	δ = 0.026	Crystals occur as stellate needle aggregates;  as fibrous crusts, and massive
1383	Uranopilite	Sulfate minerals	(UO<sub>2</sub>)<sub>6</sub>SO<sub>4</sub>(OH)<sub>6</sub>O<sub>2</sub>·14H<sub>2</sub>O	7.EA.05	Triclinic	''P'' {{overline|1}}												Pinacoidal ( {{overline|1}} ) <br/><small>(same [[H-M symbol]])</small>		
1385	Uricite		C<sub>5</sub>H<sub>4</sub>N<sub>4</sub>O<sub>3</sub>	10.CA.40	Monoclinic	''P''2<sub>1</sub>/a	a = 14.46&nbsp;[[Ångström|Å]], b = 7.4&nbsp;Å <br/>c = 6.2&nbsp;Å; β = 65.2°; Z&nbsp;=&nbsp;4	Yellowish white, colorless, light brown			1-2		Biaxial	White	1.85 (calculated)	Translucent		Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>		
1386	Urusovite	Arsenate mineral	CuAlAsO<sub>5</sub>	8.BB.60	Monoclinic	''P''2<sub>1</sub>/c	a = 7.314&nbsp;[[Ångström|Å]], b = 10.223&nbsp;Å <br/>c = 5.576&nbsp;Å; β = 99.79°; Z&nbsp;=&nbsp;4	Light green	Perfect	Brittle	4	Vitreous (Glassy)	Biaxial (-)	White		Translucent	n<sub>α</sub> = 1.672 n<sub>β</sub> = 1.718 n<sub>γ</sub> = 1.722	Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>	δ = 0.050	
1387	Ussingite	Phyllosilicate minerals	Na<sub>2</sub>AlSi<sub>3</sub>O<sub>8</sub>OH	9.EH.20	Triclinic	''P'' {{overline|1}}		pale to medium violet, reddish violet; sometimes barely tinted purple		irregular/ uneven	6-7	sub-vitreous		white		transparent, translucent		Pinacoidal ( {{overline|1}} ) <br/><small>(same [[H-M symbol]])</small>		
1388	Utahite	Tellurate minerals	Cu<sub>5</sub>Zn<sub>3</sub>(Te<sup>6+</sup>O<sub>4</sub>)<sub>4</sub>(OH)<sub>8</sub>•7H<sub>2</sub>O	7.DE.25	Triclinic  Unknown space group		a = 8.794&nbsp;[[Ångström|Å]], b = 9.996&nbsp;Å <br/>c = 5.66&nbsp;Å; α = 104.1° <br/>β = 90.066°, γ = 96.3333°; Z&nbsp;=&nbsp;1	Pale blue, greenish blue	none	Brittle - uneven	4-5	Vitreous to pearly	Biaxial	Pale blue	5.33	Translucent	n<sub>α</sub> = 1.830 - 1.840 n<sub>β</sub> = 1.830 - 1.900 n<sub>γ</sub> = 1.880 - 1.900		δ = 0.050 - 0.060	Prismatic thin tabular to bladed crystals; as sheaves and bow tielike clusters
1389	Uvarovite	Nesosilicate	Ca<sub>3</sub>Cr<sub>2</sub>Si<sub>3</sub>O<sub>12</sub>	9.AD.25	Cubic crystal system,Cubic	''I''a {{overline|3}} d	a = 11.99&nbsp;Å; Z&nbsp;=&nbsp;8	Green, emerald-green, green-black		Uneven, conchoidal	6.5–7.5	Vitreous	Isotropic	White	3.77 - 3.81	Transparent, translucent	n = 1.865	Hexoctahedral (m {{overline|3}} m) <br/>[[H-M symbol]]: (4/m {{overline|3}} 2/m)		Euhedral crystals, granular, massive
1390	Uytenbogaardite	Sulfide mineral	[[silver|Ag]]<sub>3</sub>[[gold|Au]][[Sulfur|S]]<sub>2</sub>	2.BA.40b	Trigonal	''R3c''		Greyish white			2	Metallic				Opaque		Ditrigonal pyramidal (3m) <br/>[[H-M symbol]]: (3m)		Microscopic crystals
1392	Actinolite [Act]	Inosilicates	Ca<sub>2</sub>(Mg<sub>4.5-2.5</sub>Fe<sup>2+</sup><sub>0.5-2.5</sub>) <br/>Si<sub>8</sub>O<sub>22</sub>(OH)<sub>2</sub>	9.DE.10	Monoclinic	''C2/m''		pale to dark green, yellowish green and black. White or grey when in asbestos	perfect along {110}.	uneven	5–6	vitreous to dull	Biaxial (-)	white	3.00 (+0.10, -0.05)	translucent to transparent	n<sub>α</sub> = 1.613–1.628<br/> n<sub>β</sub> = 1.627–1.644<br/> n<sub>γ</sub> = 1.638–1.655	Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>	0.0250-0.0270	bladed, fibrous, radial
1393	Vaesite	Pyrite Group	[[nickel|Ni]][[sulfur|S]]<sub>2</sub>		Isometric			Black, silver-gray			4,5 - 5,5									
1394	Valentinite	Oxide minerals	Sb<sub>2</sub>O<sub>3</sub>	4.CB.55	Orthorhombic	''Pccn''	a = 4.91&nbsp;[[Ångström|Å]], b = 12.46&nbsp;Å <br/>c = 5.42&nbsp;Å; Z&nbsp;=&nbsp;4	Colorless, snow-white, pale yellow, pink, gray to brownish	{110}, perfect; {010}, imperfect		2.5–3	Adamantine, pearly on cleavages	Biaxial (-)	White	5.76	Transparent to translucent	n<sub>α</sub> = 2.180 n<sub>β</sub> = 2.350 n<sub>γ</sub> = 2.350	Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m)	δ = 0.170	Prismatic crystals, sometimes flattened, fan-shaped or stellate aggregates of crystals; lamellar, columnar, granular, massive.
1395	Valleriite	Sulfide mineral	(Fe<sup>2+</sup>,Cu)<sub>4</sub>(Mg,Al)<sub>3</sub>S<sub>4</sub>(OH,O)<sub>6</sub>	2.FD.30	Trigonal	''R'' {{overline|3}} m	a = 3.79, c = 34.1&nbsp;[Å]; Z&nbsp;=&nbsp;2	Bronze-yellow, gray	Excellent on {0001}		1 - 1.5	Metallic		Black	3.14 (measured)	Opaque		Hexagonal scalenohedral ( {{overline|3}} m) <br/>[[H-M symbol]]: ( {{overline|3}} 2/m)		Massive, nodular, encrustations, thin splintery
1396	Vanadinite	Vanadate minerals  Apatite group	Pb<sub>5</sub>(VO<sub>4</sub>)<sub>3</sub>Cl	8.BN.05	Hexagonal crystal system,Hexagonal	''P''6<sub>3</sub>/m	a = 10.3174, <br/>c = 7.3378&nbsp;[Å]; Z&nbsp;=&nbsp;2	Bright red, orange-red, red-brown, brown, yellow, whitish, grey or colourless or weakly tinted in transmitted light; pale straw-yellow;. may be concentrically zoned	None	Uneven to [[conchoidal]]	3–4	[[Resin]]ous to sub-[[Lustre (mineralogy)|adamantine]]	Uniaxial (-)	brownish yellow	6.8–7.1 (measured) 6.95 (calculated)	[[Transparency (optics)|Transparent]], translucent or [[Opacity (optics)|opaque]]	n<sub>ω</sub> = 2.416, n<sub>ε</sub> = 2.350	Dipyramidal (6/m) <br/>[[H-M symbol]]: (6/m)	δ = 0.066	Prismatic or nodular; may be acicular, hairlike, fibrous; rarely rounded, globular
1397	Vanadiocarpholite	Silicate mineral	Mn<sup>+2</sup>V<sup>+3</sup>AlSi<sub>2</sub>O<sub>6</sub>(OH)<sub>4</sub>	9.DB.05	Orthorhombic	''Ccca''	a = 13.83&nbsp;[[Ångström|Å]], b = 20.681&nbsp;Å <br/>c = 5.188&nbsp;Å; Z&nbsp;=&nbsp;8	Pale-straw yellow, honey-yellow to brown	Perfect on {010}			Vitreous, silky	Biaxial (+)			Transparent	n<sub>α</sub>=1.684, n<sub>β</sub>=1.691, n<sub>γ</sub>=1.7	Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m)	0.0160	Prismatic to acicular crystal clusters, vein fillings
1399	Vantasselite	Phosphate minerals	Al<sub>4</sub>(PO<sub>4</sub>)<sub>3</sub>(OH)<sub>3</sub> •9H<sub>2</sub>O	8.DC.37	Orthorhombic  Unknown space group		a = 10.52&nbsp;[[Ångström|Å]], b = 16.54&nbsp;Å <br/>c = 20.37&nbsp;Å; Z&nbsp;=&nbsp;8	white				pearly								
1400	Vanuralite		Al(UO<sub>2</sub>)<sub>2</sub>(VO<sub>4</sub>)<sub>2</sub>(OH)·11(H<sub>2</sub>O)								2									
1401	Variscite	Phosphate minerals	AlPO<sub>4</sub>·2H<sub>2</sub>O	8.CD.10	Orthorhombic	''Pbca''		Pale to emerald-green (pale green in transmitted light), green, blue green, yellow green, pale shades of brown or yellow, rarely red and colourless to white	[010] perfect	Conchoidal to splintery	4.5	Vitreous to waxy	Biaxial (-)	White	2.57 to 2.61	Transparent to translucent	nα = 1.563 nβ = 1.588 nγ = 1.594	Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m)	δ = 0.031	Encrustations and reniform masses
1402	Vaterite	Carbonate minerals	CaCO<sub>3</sub>	5.AB.20	Hexagonal crystal system,Hexagonal	P6<sub>3</sub>/mmc {P6<sub>3</sub>/m 2/m 2/c}	a = 4.13, c = 8.49&nbsp;[Å]; Z&nbsp;=&nbsp;6	Colorless		Irregular to uneven, splintery	3	Sub-vitreous, waxy	Uniaxial (+)		2.54	Transparent to semi-transparent	n<sub>ω</sub> = 1.550 n<sub>ε</sub> = 1.650	Dihexagonal dipyramidal (6mmm) <br/>[[H-M symbol]]: (6/m 2/m 2/m)	δ = 0.100	Fine fibrous crystals, typically less than 0.1 mm, in spherulitic aggregates.
1403	Vauquelinite	Phosphate mineral	CuPb<sub>2</sub>(CrO<sub>4</sub>)(PO<sub>4</sub>)(OH)	7.FC.05	Monoclinic	''P''2<sub>1</sub>/n	a = 13.754(5)&nbsp;[[Ångström|Å]], b = 5.806(6)&nbsp;Å <br/>c = 9.563(3)&nbsp;Å; β = 94.55°; Z&nbsp;=&nbsp;4	Olive-green, apple-green, brown to nearly black	Indistinct	Irregular	2.5 - 3	Adamantine, resinous	Biaxial (-)	Greenish or brownish	6.16	Translucent	n<sub>α</sub> = 2.110 n<sub>β</sub> = 2.220 n<sub>γ</sub> = 2.220	Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>	δ = 0.110	Irregular wedge shaped crystals, mammillary, reniform masses
1404	Vauxite	Phosphate minerals	Fe<sup>2+</sup>Al<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>2</sub>.6H<sub>2</sub>O	8.DC.35	Triclinic	''P'' {{overline|1}}		Blue, becoming greenish on exposure	Fractured		3.5	Vitreous	Biaxial (+)	White	2.39 to 2.40	Transparent to translucent	N<sub>x</sub>=1.551, N<sub>y</sub>=1.555, N<sub>z</sub>=1.562	Pinacoidal ( {{overline|1}} ) <br/><small>(same [[H-M symbol]])</small>	r>v	Minute tabular crystals, radial aggregates and nodules
1405	Veatchite	Phylloborates	Sr<sub>2</sub>B<sub>11</sub>O<sub>16</sub>(OH)<sub>5</sub> · H<sub>2</sub>O	6.EC.15	Monoclinic	''Aa''	a = 20.81&nbsp;[[Ångström|Å]], b = 11.74&nbsp;Å <br/>c = 6.63&nbsp;Å; β = 92.03°; Z&nbsp;=&nbsp;8	Colorless to white	Perfect on {010}, indistinct on {001}		2	Vitreous to pearly	Biaxial (+)		2.62	Transparent to translucent	n<sub>α</sub> = 1.551 n<sub>β</sub> = 1.553 n<sub>γ</sub> = 1.620	Domatic (m) <br/><small>(same [[H-M symbol]])</small>	δ = 0.069	Flattened platey to prismatic crystals, diverging fibrous clusters and cross fiber veinlets
1406	Vermiculite	Silicate mineral,Phyllosilicates	(Mg,Fe<sup>2+</sup>,Fe<sup>3+</sup>)<sub>3</sub>[(Al,Si)<sub>4</sub>O<sub>10</sub>](OH)<sub>2</sub>·4H<sub>2</sub>O	9.EC.50	Monoclinic	''C2/m''	a = 5.24&nbsp;Å, b = 9.17&nbsp;Å <br/>c = 28.6&nbsp;Å; β = 94.6°; Z&nbsp;=&nbsp;2	Colorless, white, yellow, green, brown, black	Perfect on {001}		1.5–2	Greasy or vitreous (pearly at cleavage planes)	Biaxial (-)	White or yellowish, translucent, shiny, light-brown or greenish in color, in some cases. For example, palabora vermuculite.	2.4–2.7 (0.065–0.130 when exfoliated)	Translucent	n<sub>α</sub> = 1.525 – 1.561 n<sub>β</sub> = 1.545 – 1.581 n<sub>γ</sub> = 1.545 – 1.581	Prismatic (2/m)<br/><small>(same [[H-M symbol]])</small>	δ = 0.020	As large crystalline plates to clay-sized particles; lamellar to scaley
